code(*);customer_id;first_name;street_number;street_name;city(*);country(*);coordinate;meter_serial
Pedro_Law;Pedro_Law;Pedro Law;327;"Lorong 38 Geylang";Singapore;Singapore;1.314343,103.888842;01257354
Marshall_D_Oden;Marshall_D_Oden;Marshall D. Oden;592;"Geylang Road";Singapore;Singapore;1.314031,103.887856;01258094
Urouge_Fishman;Urouge_Fishman;Urouge Fishman;325;"Lorong 12 Geylang";Singapore;Singapore;1.311688,103.878273;01259181
Sabo_Doflamingo;Sabo_Doflamingo;Sabo Doflamingo;836;"Lorong 33 Geylang";Singapore;Singapore;1.315935,103.887954;01263763
Shirahoshi_Fishman;Shirahoshi_Fishman;Shirahoshi Fishman;292;"Lorong 27 Geylang";Singapore;Singapore;1.316220,103.883875;01262418
Nefertari_Gladiator;Nefertari_Gladiator;Nefertari Gladiator;317;"Geylang East Avenue 1";Singapore;Singapore;1.315622,103.885002;01263500
Jimbei_Okama;Jimbei_Okama;Jimbei (Okama);151;"Lorong Bachok";Singapore;Singapore;1.313942,103.879613;01263048
Vinsmoke_Mermaid_Princess;Vinsmoke_Mermaid_Princess;Vinsmoke Mermaid Princess;923;"Geylang East Central";Singapore;Singapore;1.320271,103.887383;01261861
Monkey_D_Marine;Monkey_D_Marine;Monkey D. Marine;145;"Lorong 16 Geylang";Singapore;Singapore;1.311263,103.879935;01260950
Dracule_Mr2;Dracule_Mr2;Dracule Mr.2;259;"Lorong 38 Geylang";Singapore;Singapore;1.314343,103.888842;01262053
Vinsmoke_Ace;Vinsmoke_Ace;Vinsmoke Ace;898;"Lorong 16 Geylang";Singapore;Singapore;1.311263,103.879935;01258745
Brook_Fishman;Brook_Fishman;Brook Fishman;901;"Jalan Satu";Singapore;Singapore;1.309643,103.887502;01257109
X_Drake_Clown;X_Drake_Clown;X. Drake Clown;697;"Tanjong Katong Road";Singapore;Singapore;1.304707,103.896406;01258516
Bentham_Mihawk;Bentham_Mihawk;Bentham Mihawk;449;"Lorong 40 Geylang";Singapore;Singapore;1.313164,103.889899;01263090
Eustass_Duke;Eustass_Duke;Eustass Duke;859;"Lorong 16 Geylang";Singapore;Singapore;1.312309,103.879837;01259046
Franky_Sir;Franky_Sir;Franky Sir;947;"Lorong 16 Geylang";Singapore;Singapore;1.311263,103.879935;01257102
Monkey_D_God;Monkey_D_God;Monkey D. God;710;"Geylang East Avenue 2";Singapore;Singapore;1.316978,103.888492;01263475
Jewelry_Cat_Viper;Jewelry_Cat_Viper;Jewelry Cat Viper;639;"Lorong 12 Geylang";Singapore;Singapore;1.311688,103.878273;01262557
Inuarashi_Mihawk;Inuarashi_Mihawk;Inuarashi Mihawk;510;"Tanjong Katong Road";Singapore;Singapore;1.304707,103.896406;01262919
Caesar_Fishman;Caesar_Fishman;Caesar Fishman;606;"Geylang East Central";Singapore;Singapore;1.320271,103.887383;01263335
Jewelry_Oden;Jewelry_Oden;Jewelry Oden;769;"Lorong 27 Geylang";Singapore;Singapore;1.316220,103.883875;01260461
X_Drake_Mihawk;X_Drake_Mihawk;X. Drake Mihawk;722;"Aljunied Road";Singapore;Singapore;1.329506,103.879412;01261050
Nefertari_Fishman;Nefertari_Fishman;Nefertari Fishman;65;"Lorong 28 Geylang";Singapore;Singapore;1.313172,103.885564;01258619
Buggy_Katakuri;Buggy_Katakuri;Buggy Katakuri;698;"Lorong 27 Geylang";Singapore;Singapore;1.313563,103.883757;01257246
Jewelry_Law;Jewelry_Law;Jewelry Law;34;"Lorong 33 Geylang";Singapore;Singapore;1.315935,103.887954;01260954
Dracule_Kid;Dracule_Kid;Dracule Kid;726;"Lorong 28 Geylang";Singapore;Singapore;1.313172,103.885564;01263572
Buggy_Duke;Buggy_Duke;Buggy Duke;623;"Guillemard Road";Singapore;Singapore;1.312628,103.891373;01261651
Shirahoshi_God;Shirahoshi_God;Shirahoshi God;93;"Aljunied Road";Singapore;Singapore;1.329506,103.879412;01263195
Koala_Onigashima;Koala_Onigashima;Koala Onigashima;139;"Lorong 25 Geylang";Singapore;Singapore;1.313546,103.882821;01262551
Koala_Clown;Koala_Clown;Koala Clown;255;"Geylang East Avenue 2";Singapore;Singapore;1.316978,103.888492;01259937
X_Drake_Revo;X_Drake_Revo;X. Drake Revo;643;"Jalan Dua";Singapore;Singapore;1.308992,103.887518;01257560
Enel_Katakuri;Enel_Katakuri;Enel Katakuri;447;"Lorong 16 Geylang";Singapore;Singapore;1.311263,103.879935;01263429
Trafalgar_D_Cyborg;Trafalgar_D_Cyborg;Trafalgar D. Cyborg;475;"Lorong 12 Geylang";Singapore;Singapore;1.311688,103.878273;01257455
Capone_Bonney;Capone_Bonney;Capone Bonney;650;"Lorong Bachok";Singapore;Singapore;1.313942,103.879613;01263146
Pedro_Star_Clown;Pedro_Star_Clown;Pedro Star Clown;701;"Lorong 27 Geylang";Singapore;Singapore;1.316220,103.883875;01263574
Caesar_Mermaid_Princess;Caesar_Mermaid_Princess;Caesar Mermaid Princess;669;"Paya Lebar Road";Singapore;Singapore;1.317709,103.892050;01261381
Shirahoshi_Cyborg;Shirahoshi_Cyborg;Shirahoshi Cyborg;960;"Lorong 33 Geylang";Singapore;Singapore;1.315935,103.887954;01257131
Boa_Luffy;Boa_Luffy;Boa Luffy;706;"Geylang Road";Singapore;Singapore;1.314667,103.891098;01262259
Rebecca_Katakuri;Rebecca_Katakuri;Rebecca Katakuri;746;"Lorong 28 Geylang";Singapore;Singapore;1.311265,103.885729;01258364
Tony_Tony_Cyborg;Tony_Tony_Cyborg;Tony Tony Cyborg;694;"Lorong 12 Geylang";Singapore;Singapore;1.311688,103.878273;01259185
Crocodile_Kid;Crocodile_Kid;Crocodile Kid;535;"Lorong 10 Geylang";Singapore;Singapore;1.311060,103.877770;01263881
Nefertari_Chopper;Nefertari_Chopper;Nefertari Chopper;642;"Geylang East Avenue 2";Singapore;Singapore;1.316978,103.888492;01258853
X_Drake_Doflamingo;X_Drake_Doflamingo;X. Drake Doflamingo;995;"Lorong 12 Geylang";Singapore;Singapore;1.311688,103.878273;01260843
Charlotte_Vivi;Charlotte_Vivi;Charlotte Vivi;35;"Lorong Bachok";Singapore;Singapore;1.313942,103.879613;01263251
Eustass_Robin;Eustass_Robin;Eustass Robin;430;"Tanjong Katong Road";Singapore;Singapore;1.304707,103.896406;01263258
Tony_Tony_Revo;Tony_Tony_Revo;Tony Tony Revo;414;"Sims Avenue";Singapore;Singapore;1.318203,103.899875;01258653
Nico_Hancock;Nico_Hancock;Nico Hancock;441;"Lorong 38 Geylang";Singapore;Singapore;1.314343,103.888842;01259000
Monkey_D_Robin;Monkey_D_Robin;Monkey D. Robin;708;"Lorong 33 Geylang";Singapore;Singapore;1.315599,103.887786;01257283
Charlotte_Robin;Charlotte_Robin;Charlotte Robin;71;"Lorong 16 Geylang";Singapore;Singapore;1.310378,103.880260;01261309
Charlotte_Mr2;Charlotte_Mr2;Charlotte Mr.2;692;"Lorong 25 Geylang";Singapore;Singapore;1.313546,103.882821;01262528
Eustass_Revo;Eustass_Revo;Eustass Revo;916;"Lorong Bachok";Singapore;Singapore;1.313942,103.879613;01263879
Buggy_Clown;Buggy_Clown;Buggy Clown;105;"Jalan Dua";Singapore;Singapore;1.308992,103.887518;01260435
Yamato_Oden;Yamato_Oden;Yamato Oden;208;"Lorong 27 Geylang";Singapore;Singapore;1.316220,103.883875;01260179
Trafalgar_D_Gladiator;Trafalgar_D_Gladiator;Trafalgar D. Gladiator;894;"Geylang East Avenue 2";Singapore;Singapore;1.316978,103.888492;01259749
Portgas_D_Bonney;Portgas_D_Bonney;Portgas D. Bonney;876;"Lorong 28 Geylang";Singapore;Singapore;1.313172,103.885564;01263250
Nekomamushi_Teach;Nekomamushi_Teach;Nekomamushi Teach;685;"Geylang East Central";Singapore;Singapore;1.320271,103.887383;01261054
Enel_Gang_Bege;Enel_Gang_Bege;Enel Gang Bege;717;"Lorong 22 Geylang";Singapore;Singapore;1.310695,103.882132;01263364
Marshall_D_Onigashima;Marshall_D_Onigashima;Marshall D. Onigashima;162;"Jalan Enam";Singapore;Singapore;1.307526,103.885526;01263175
Urouge_Okama;Urouge_Okama;Urouge (Okama);364;"Lorong 28 Geylang";Singapore;Singapore;1.313172,103.885564;01260719
Trafalgar_D_Law;Trafalgar_D_Law;Trafalgar D. Law;644;"Lorong 22 Geylang";Singapore;Singapore;1.310695,103.882132;01262696
Caesar_Marine;Caesar_Marine;Caesar Marine;760;"Lorong 10 Geylang";Singapore;Singapore;1.311060,103.877770;01261277
Bentham_Cyborg;Bentham_Cyborg;Bentham Cyborg;273;"Geylang East Avenue 2";Singapore;Singapore;1.318169,103.889075;01263270
Brook_Sir;Brook_Sir;Brook Sir;540;"Geylang East Avenue 2";Singapore;Singapore;1.316978,103.888492;01263271
Koala_Mad_Monk;Koala_Mad_Monk;Koala Mad Monk;422;"Geylang Road";Singapore;Singapore;1.310151,103.871860;01263221
Eustass_Marine;Eustass_Marine;Eustass Marine;65;"Lorong 25 Geylang";Singapore;Singapore;1.313546,103.882821;01257507
Donquixote_Zoro;Donquixote_Zoro;Donquixote Zoro;350;"Lorong 12 Geylang";Singapore;Singapore;1.311688,103.878273;01259982
Koala_Fishman;Koala_Fishman;Koala Fishman;197;"Guillemard Road";Singapore;Singapore;1.310403,103.882010;01262417
Nekomamushi_Hancock;Nekomamushi_Hancock;Nekomamushi Hancock;439;"Lorong 25 Geylang";Singapore;Singapore;1.313546,103.882821;01261579
Viola_Oden;Viola_Oden;Viola Oden;209;"Lorong 10 Geylang";Singapore;Singapore;1.311060,103.877770;01257959
Inuarashi_Law;Inuarashi_Law;Inuarashi Law;891;"Lorong 33 Geylang";Singapore;Singapore;1.315935,103.887954;01258027
Franky_Doflamingo;Franky_Doflamingo;Franky Doflamingo;162;"Lorong Bachok";Singapore;Singapore;1.313942,103.879613;01263370
Inuarashi_Marine;Inuarashi_Marine;Inuarashi Marine;283;"Tanjong Katong Road";Singapore;Singapore;1.306872,103.895800;01260107
Capone_RedHaired;Capone_RedHaired;Capone Red-Haired;906;"Geylang Road";Singapore;Singapore;1.315336,103.893413;01263114
Donquixote_Dancer;Donquixote_Dancer;Donquixote Dancer;556;"Paya Lebar Road";Singapore;Singapore;1.317709,103.892050;01257831
Inuarashi_Zoro;Inuarashi_Zoro;Inuarashi Zoro;824;"Lorong 40 Geylang";Singapore;Singapore;1.313164,103.889899;01263363
Vinsmoke_Robin;Vinsmoke_Robin;Vinsmoke Robin;840;"Tanjong Katong Road";Singapore;Singapore;1.299503,103.897055;01259211
Crocodile_Oden;Crocodile_Oden;Crocodile Oden;207;"Geylang Road";Singapore;Singapore;1.310151,103.871860;01261062
Tony_Tony_Cat_Viper;Tony_Tony_Cat_Viper;Tony Tony Cat Viper;248;"Geylang East Avenue 2";Singapore;Singapore;1.316978,103.888492;01260054
Rebecca_Clown;Rebecca_Clown;Rebecca Clown;286;"Geylang East Avenue 1";Singapore;Singapore;1.316644,103.885156;01259217
Enel_Zoro;Enel_Zoro;Enel Zoro;465;"Aljunied Road";Singapore;Singapore;1.329506,103.879412;01258999
Rebecca_Okama;Rebecca_Okama;Rebecca (Okama);993;"Guillemard Road";Singapore;Singapore;1.312628,103.891373;01257997
